[ 18:42:12 114.107.15.92 run  数据抓取] 最新数据2016-03-28，今天没有更新 [3120]
[ 19:13:33 114.107.15.92 run  数据抓取] 汾阳晋阳2016-03-28:114 [3120]
[ 19:13:34 101.226.66.172 run  数据抓取] 丰县2016-03-28:114 [3120]
[ 19:13:35 114.107.15.92 run  数据抓取] 淮海2016-03-28:114 [3120]
[ 19:13:35 114.107.15.92 run  数据抓取] 晋城绿盛2016-03-28:114 [3120]
[ 19:13:36 101.226.66.172 run  数据抓取] 淮海2016-03-28:114 [3120]
[ 19:13:37 114.107.15.92 run  数据抓取] 晋城绿欣2016-03-28:114 [3120]
[ 19:13:37 114.107.15.92 run  数据抓取] 建湖水产2016-03-28:114 [3120]
[ 19:13:37 101.226.66.172 run  数据抓取] 建湖水产2016-03-28:114 [3120]
[ 19:13:39 101.226.66.172 run  数据抓取] 南京众彩物流2016-03-28:114 [3120]
[ 19:13:39 114.107.15.92 run  数据抓取] 临汾尧丰2016-03-28:114 [3120]
[ 19:13:39 114.107.15.92 run  数据抓取] 南京众彩物流2016-03-28:114 [3120]
[ 19:13:41 114.107.15.92 run  数据抓取] 吕梁离石批发2016-03-28:114 [3120]
[ 19:13:41 101.226.66.172 run  数据抓取] 苏州南环桥2016-03-28:114 [3120]
[ 19:13:42 114.107.15.92 run  数据抓取] 苏州南环桥2016-03-28:114 [3120]
[ 19:13:43 114.107.15.92 run  数据抓取] 朔州大运2016-03-28:114 [3120]
[ 19:13:43 114.107.15.92 run  数据抓取] 无锡朝阳2016-03-28:114 [3120]
[ 19:13:44 101.226.66.172 run  数据抓取] 无锡朝阳2016-03-28:114 [3120]
[ 19:13:45 114.107.15.92 run  数据抓取] 无锡天鹏2016-03-28:114 [3120]
[ 19:13:46 101.226.66.172 run  数据抓取] 无锡天鹏2016-03-28:114 [3120]
[ 19:13:46 114.107.15.92 run  数据抓取] 太原河西2016-03-28:114 [3120]
[ 19:13:47 114.107.15.92 run  数据抓取] 徐州淮海蔬菜2016-03-28:114 [3120]
[ 19:13:48 114.107.15.92 run  数据抓取] 太原利民2016-03-28:114 [3120]
[ 19:13:48 101.226.66.172 run  数据抓取] 徐州淮海蔬菜2016-03-28:114 [3120]
[ 19:13:49 114.107.15.92 run  数据抓取] 徐州七里沟2016-03-28:114 [3120]
[ 19:13:50 114.107.15.92 run  数据抓取] 孝义绿海2016-03-28:114 [3120]
[ 19:13:51 114.107.15.92 run  数据抓取] 扬州联谊2016-03-28:114 [3120]
[ 19:13:51 114.107.15.92 run  数据抓取] 新绛2016-03-28:114 [3120]
[ 19:13:52 114.107.15.92 run  数据抓取] 宜兴2016-03-28:114 [3120]
[ 19:13:54 101.226.66.172 run  数据抓取] 徐州七里沟2016-03-28:114 [3120]
[ 19:13:54 101.226.66.172 run  数据抓取] 扬州联谊2016-03-28:114 [3120]
[ 19:13:57 114.107.15.92 run  数据抓取] 赣州南北2016-03-28:114 [3120]
[ 19:13:58 101.226.66.172 run  数据抓取] 宜兴2016-03-28:114 [3120]
[ 19:13:58 114.107.15.92 run  数据抓取] 阳泉批发2016-03-28:114 [3120]
[ 19:13:59 114.107.15.92 run  数据抓取] 乐平2016-03-28:114 [3120]
[ 19:13:59 101.226.66.172 run  数据抓取] 赣州南北2016-03-28:114 [3120]
[ 19:14:00 114.107.15.92 run  数据抓取] 运城蔬菜2016-03-28:114 [3120]
[ 19:14:01 114.107.15.92 run  数据抓取] 南昌农产品2016-03-28:114 [3120]
[ 19:14:01 101.226.66.172 run  数据抓取] 乐平2016-03-28:114 [3120]
[ 19:14:02 114.107.15.92 run  数据抓取] 汉中皇冠过街楼2016-03-28:114 [3120]
[ 19:14:03 114.107.15.92 run  数据抓取] 南方粮食2016-03-28:114 [3120]
[ 19:14:03 101.226.66.172 run  数据抓取] 南昌农产品2016-03-28:114 [3120]
[ 19:14:04 114.107.15.92 run  数据抓取] 永丰2016-03-28:114 [3120]
[ 19:14:05 101.226.66.172 run  数据抓取] 南方粮食2016-03-28:114 [3120]
[ 19:14:05 114.107.15.92 run  数据抓取] 泾阳云阳2016-03-28:114 [3120]
[ 19:14:06 101.226.66.172 run  数据抓取] 永丰2016-03-28:114 [3120]
[ 19:14:07 114.107.15.92 run  数据抓取] 鞍山宁远2016-03-28:114 [3120]
[ 19:14:07 114.107.15.92 run  数据抓取] 西安摩尔2016-03-28:114 [3120]
[ 19:14:08 114.107.15.92 run  数据抓取] 朝阳果菜2016-03-28:114 [3120]
[ 19:14:09 114.107.15.92 run  数据抓取] 咸阳新阳光2016-03-28:114 [3120]
[ 19:14:09 101.226.66.172 run  数据抓取] 鞍山宁远2016-03-28:114 [3120]
[ 19:14:11 114.107.15.92 run  数据抓取] 云阳2016-03-28:114 [3120]
[ 19:14:11 101.226.66.172 run  数据抓取] 朝阳果菜2016-03-28:114 [3120]
[ 19:14:11 114.107.15.92 run  数据抓取] 大连双兴2016-03-28:114 [3120]
[ 19:14:13 101.226.66.172 run  数据抓取] 大连双兴2016-03-28:114 [3120]
[ 19:14:13 114.107.15.92 run  数据抓取] 阜新蔬菜2016-03-28:114 [3120]
[ 19:14:15 101.226.66.172 run  数据抓取] 阜新蔬菜2016-03-28:114 [3120]
[ 19:14:15 101.226.66.172 run  数据抓取] 包头友谊2016-03-28:114 [3120]
[ 19:14:16 114.107.15.92 run  数据抓取] 上海江桥2016-03-28:114 [3120]
[ 19:14:17 101.226.66.172 run  数据抓取] 赤峰西城2016-03-28:114 [3120]
[ 19:14:17 114.107.15.92 run  数据抓取] 上海农产品2016-03-28:114 [3120]
[ 19:14:18 114.107.15.92 run  数据抓取] 包头友谊2016-03-28:114 [3120]
[ 19:14:19 114.107.15.92 run  数据抓取] 成都聚和2016-03-28:114 [3120]
[ 19:14:19 101.226.66.172 run  数据抓取] 呼和浩特东瓦窑 2016-03-28:114 [3120]
[ 19:14:20 114.107.15.92 run  数据抓取] 赤峰西城2016-03-28:114 [3120]
[ 19:14:21 114.107.15.92 run  数据抓取] 成都农产品2016-03-28:114 [3120]
[ 19:14:21 101.226.66.172 run  数据抓取] 呼和浩特美通2016-03-28:114 [3120]
[ 19:14:22 114.107.15.92 run  数据抓取] 呼和浩特东瓦窑 2016-03-28:114 [3120]
[ 19:14:23 114.107.15.92 run  数据抓取] 呼和浩特美通2016-03-28:114 [3120]
[ 19:14:23 101.226.66.172 run  数据抓取] 吴忠鑫鲜2016-03-28:114 [3120]
[ 19:14:24 114.107.15.92 run  数据抓取] 成都禽蛋2016-03-28:114 [3120]
[ 19:14:25 101.226.66.172 run  数据抓取] 银川北环2016-03-28:114 [3120]
[ 19:14:25 114.107.15.92 run  数据抓取] 吴忠鑫鲜2016-03-28:114 [3120]
[ 19:14:26 114.107.15.92 run  数据抓取] 成都西部禽蛋2016-03-28:114 [3120]
[ 19:14:27 114.107.15.92 run  数据抓取] 银川北环2016-03-28:114 [3120]
[ 19:14:28 114.107.15.92 run  数据抓取] 广安邻水批发2016-03-28:114 [3120]
[ 19:14:28 101.226.66.172 run  数据抓取] 中卫东园2016-03-28:114 [3120]
[ 19:14:29 114.107.15.92 run  数据抓取] 会东牲畜2016-03-28:114 [3120]
[ 19:14:30 101.226.66.172 run  数据抓取] 西宁仁杰2016-03-28:114 [3120]
[ 19:14:30 114.107.15.92 run  数据抓取] 中卫东园2016-03-28:114 [3120]
[ 19:14:32 114.107.15.92 run  数据抓取] 西宁仁杰2016-03-28:114 [3120]
[ 19:14:32 114.107.15.92 run  数据抓取] 江油仔猪2016-03-28:114 [3120]
[ 19:14:33 114.107.15.92 run  数据抓取] 滨州六街2016-03-28:114 [3120]
[ 19:14:33 114.107.15.92 run  数据抓取] 九襄2016-03-28:114 [3120]
[ 19:14:35 114.107.15.92 run  数据抓取] 苍山鲁南2016-03-28:114 [3120]
[ 19:14:35 114.107.15.92 run  数据抓取] 泸州仔猪2016-03-28:114 [3120]
[ 19:14:36 114.107.15.92 run  数据抓取] 绵阳高水2016-03-28:114 [3120]
[ 19:14:36 114.107.15.92 run  数据抓取] 德州黑马2016-03-28:114 [3120]
[ 19:14:37 114.107.15.92 run  数据抓取] 西昌广平2016-03-28:114 [3120]
[ 19:14:38 114.107.15.92 run  数据抓取] 济南七里堡2016-03-28:114 [3120]
[ 19:14:39 114.107.15.92 run  数据抓取] 天津北辰韩家墅2016-03-28:114 [3120]
[ 19:14:39 114.107.15.92 run  数据抓取] 临邑2016-03-28:114 [3120]
[ 19:14:40 101.226.66.172 run  数据抓取] 滨州六街2016-03-28:114 [3120]
[ 19:14:41 114.107.15.92 run  数据抓取] 宁津2016-03-28:114 [3120]
[ 19:14:41 114.107.15.92 run  数据抓取] 天津东丽金钟2016-03-28:114 [3120]
[ 19:14:42 114.107.15.92 run  数据抓取] 青岛沧口2016-03-28:114 [3120]
[ 19:14:43 101.226.66.172 run  数据抓取] 苍山鲁南2016-03-28:114 [3120]
[ 19:14:44 101.226.66.172 run  数据抓取] 德州黑马2016-03-28:114 [3120]
[ 19:14:45 101.226.66.172 run  数据抓取] 济南七里堡2016-03-28:114 [3120]
[ 19:14:45 114.107.15.92 run  数据抓取] 青岛城阳批发2016-03-28:114 [3120]
[ 19:14:46 114.107.15.92 run  数据抓取] 天津津南何庄子2016-03-28:114 [3120]
[ 19:14:46 101.226.66.172 run  数据抓取] 临邑2016-03-28:114 [3120]
[ 19:14:47 114.107.15.92 run  数据抓取] 青岛东庄头2016-03-28:114 [3120]
[ 19:14:48 114.107.15.92 run  数据抓取] 天津武清大沙河2016-03-28:114 [3120]
[ 19:14:48 101.226.66.172 run  数据抓取] 宁津2016-03-28:114 [3120]
[ 19:14:48 114.107.15.92 run  数据抓取] 青岛抚顺路2016-03-28:114 [3120]
[ 19:14:49 114.107.15.92 run  数据抓取] 天津西青当城2016-03-28:114 [3120]
[ 19:14:49 114.107.15.92 run  数据抓取] 青岛黄河路2016-03-28:114 [3120]
[ 19:14:49 101.226.66.172 run  数据抓取] 青岛沧口2016-03-28:114 [3120]
[ 19:14:51 101.226.66.172 run  数据抓取] 青岛城阳批发2016-03-28:114 [3120]
[ 19:14:51 114.107.15.92 run  数据抓取] 天津西青红旗2016-03-28:114 [3120]
[ 19:14:51 114.107.15.92 run  数据抓取] 泰安良庄2016-03-28:114 [3120]
[ 19:14:52 114.107.15.92 run  数据抓取] 威海水产品2016-03-28:114 [3120]
[ 19:14:52 114.107.15.92 run  数据抓取] 阿勒泰四季青2016-03-28:114 [3120]
[ 19:14:53 101.226.66.172 run  数据抓取] 青岛东庄头2016-03-28:114 [3120]
[ 19:14:54 114.107.15.92 run  数据抓取] 章丘2016-03-28:114 [3120]
[ 19:14:54 101.226.66.172 run  数据抓取] 青岛抚顺路2016-03-28:114 [3120]
[ 19:14:54 114.107.15.92 run  数据抓取] 兵团农二师库尔勒孔雀2016-03-28:114 [3120]
[ 19:14:55 101.226.66.172 run  数据抓取] 青岛黄河路2016-03-28:114 [3120]
[ 19:14:55 114.107.15.92 run  数据抓取] 淄博批发2016-03-28:114 [3120]
[ 19:14:55 114.107.15.92 run  数据抓取] 兵团农五师三和2016-03-28:114 [3120]
[ 19:14:57 114.107.15.92 run  数据抓取] 博乐三和2016-03-28:114 [3120]
[ 19:14:57 101.226.66.172 run  数据抓取] 泰安良庄2016-03-28:114 [3120]
[ 19:14:57 114.107.15.92 run  数据抓取] 长治金鑫瓜果2016-03-28:114 [3120]
[ 19:14:58 114.107.15.92 run  数据抓取] 昌吉通汇2016-03-28:114 [3120]
[ 19:14:58 114.107.15.92 run  数据抓取] 长治紫坊2016-03-28:114 [3120]
[ 19:14:59 114.107.15.92 run  数据抓取] 喀什解放南路2016-03-28:114 [3120]
[ 19:15:00 114.107.15.92 run  数据抓取] 克拉玛依农副2016-03-28:114 [3120]
[ 19:15:00 114.107.15.92 run  数据抓取] 大同振华2016-03-28:114 [3120]
[ 19:15:01 114.107.15.92 run  数据抓取] 汾阳晋阳2016-03-28:114 [3120]
[ 19:15:01 114.107.15.92 run  数据抓取] 克州博格拉2016-03-28:114 [3120]
[ 19:15:04 114.107.15.92 run  数据抓取] 晋城绿盛2016-03-28:114 [3120]
[ 19:15:05 114.107.15.92 run  数据抓取] 石河子农产品交易中心2016-03-28:114 [3120]
[ 19:15:05 114.107.15.92 run  数据抓取] 晋城绿欣2016-03-28:114 [3120]
[ 19:15:06 114.107.15.92 run  数据抓取] 临汾尧丰2016-03-28:114 [3120]
[ 19:15:06 114.107.15.92 run  数据抓取] 石河子农产品交易中心2016-03-28:114 [3120]
[ 19:15:07 114.107.15.92 run  数据抓取] 吕梁离石批发2016-03-28:114 [3120]
[ 19:15:08 114.107.15.92 run  数据抓取] 吐鲁番天马家园2016-03-28:114 [3120]
[ 19:15:08 114.107.15.92 run  数据抓取] 朔州大运2016-03-28:114 [3120]
[ 19:15:09 114.107.15.92 run  数据抓取] 乌尔禾2016-03-28:114 [3120]
[ 19:15:10 114.107.15.92 run  数据抓取] 乌鲁木齐北园春2016-03-28:114 [3120]
[ 19:15:10 114.107.15.92 run  数据抓取] 太原河西2016-03-28:114 [3120]
[ 19:15:11 114.107.15.92 run  数据抓取] 太原利民2016-03-28:114 [3120]
[ 19:15:11 114.107.15.92 run  数据抓取] 孝义绿海2016-03-28:114 [3120]
[ 19:15:12 114.107.15.92 run  数据抓取] 新绛2016-03-28:114 [3120]
[ 19:15:13 114.107.15.92 run  数据抓取] 阳泉批发2016-03-28:114 [3120]
[ 19:15:13 114.107.15.92 run  数据抓取] 运城蔬菜2016-03-28:114 [3120]
[ 19:15:14 114.107.15.92 run  数据抓取] 乌鲁木齐凌庆2016-03-28:114 [3120]
[ 19:15:15 114.107.15.92 run  数据抓取] 汉中皇冠过街楼2016-03-28:114 [3120]
[ 19:15:15 114.107.15.92 run  数据抓取] 乌鲁木齐天鹰2016-03-28:114 [3120]
[ 19:15:16 114.107.15.92 run  数据抓取] 乌鲁木齐通汇2016-03-28:114 [3120]
[ 19:15:16 114.107.15.92 run  数据抓取] 泾阳云阳2016-03-28:114 [3120]
[ 19:15:17 114.107.15.92 run  数据抓取] 焉耆光明2016-03-28:114 [3120]
[ 19:15:17 114.107.15.92 run  数据抓取] 西安摩尔2016-03-28:114 [3120]
[ 19:15:18 114.107.15.92 run  数据抓取] 伊犁66团2016-03-28:114 [3120]
[ 19:15:19 114.107.15.92 run  数据抓取] 伊宁天山街2016-03-28:114 [3120]
[ 19:15:19 101.226.66.172 run  数据抓取] 威海水产品:0 [3120]
[ 19:15:20 114.107.15.92 run  数据抓取] 咸阳新阳光2016-03-28:114 [3120]
[ 19:15:20 114.107.15.92 run  数据抓取] 昆明呈贡2016-03-28:114 [3120]
[ 19:15:21 114.107.15.92 run  数据抓取] 昆明王旗营2016-03-28:114 [3120]
[ 19:15:21 101.226.66.172 run  数据抓取] 章丘2016-03-28:114 [3120]
[ 19:15:21 114.107.15.92 run  数据抓取] 云阳2016-03-28:114 [3120]
[ 19:15:22 114.107.15.92 run  数据抓取] 通海2016-03-28:114 [3120]
[ 19:15:22 114.107.15.92 run  数据抓取] 上海江桥2016-03-28:114 [3120]
[ 19:15:23 101.226.66.172 run  数据抓取] 淄博批发2016-03-28:114 [3120]
[ 19:15:24 101.226.66.172 run  数据抓取] 长治金鑫瓜果2016-03-28:114 [3120]
[ 19:15:24 114.107.15.92 run  数据抓取] 杭州良渚2016-03-28:114 [3120]
[ 19:15:24 114.107.15.92 run  数据抓取] 上海农产品2016-03-28:114 [3120]
[ 19:15:25 114.107.15.92 run  数据抓取] 杭州农产品2016-03-28:114 [3120]
[ 19:15:25 114.107.15.92 run  数据抓取] 成都聚和2016-03-28:114 [3120]
[ 19:15:26 101.226.66.172 run  数据抓取] 长治紫坊2016-03-28:114 [3120]
[ 19:15:27 101.226.66.172 run  数据抓取] 大同振华2016-03-28:114 [3120]
[ 19:15:27 114.107.15.92 run  数据抓取] 嘉善曹安2016-03-28:114 [3120]
[ 19:15:27 114.107.15.92 run  数据抓取] 成都农产品2016-03-28:114 [3120]
[ 19:15:28 114.107.15.92 run  数据抓取] 嘉善浙北2016-03-28:114 [3120]
[ 19:15:28 101.226.66.172 run  数据抓取] 汾阳晋阳2016-03-28:114 [3120]
[ 19:15:28 114.107.15.92 run  数据抓取] 成都禽蛋2016-03-28:114 [3120]
[ 19:15:30 114.107.15.92 run  数据抓取] 嘉兴蔬菜2016-03-28:114 [3120]
[ 19:15:30 101.226.66.172 run  数据抓取] 晋城绿盛2016-03-28:114 [3120]
[ 19:15:30 114.107.15.92 run  数据抓取] 成都西部禽蛋2016-03-28:114 [3120]
[ 19:15:31 114.107.15.92 run  数据抓取] 嘉兴水果2016-03-28:114 [3120]
[ 19:15:31 101.226.66.172 run  数据抓取] 晋城绿欣2016-03-28:114 [3120]
[ 19:15:31 114.107.15.92 run  数据抓取] 广安邻水批发2016-03-28:114 [3120]
[ 19:15:33 114.107.15.92 run  数据抓取] 会东牲畜2016-03-28:114 [3120]
[ 19:15:33 114.107.15.92 run  数据抓取] 金华农产品2016-03-28:114 [3120]
[ 19:15:33 101.226.66.172 run  数据抓取] 临汾尧丰2016-03-28:114 [3120]
[ 19:15:34 114.107.15.92 run  数据抓取] 宁波蔬菜2016-03-28:114 [3120]
[ 19:15:34 101.226.66.172 run  数据抓取] 吕梁离石批发2016-03-28:114 [3120]
[ 19:15:35 114.107.15.92 run  数据抓取] 江油仔猪2016-03-28:114 [3120]
[ 19:15:36 114.107.15.92 run  数据抓取] 绍兴批发2016-03-28:114 [3120]
[ 19:15:36 101.226.66.172 run  数据抓取] 朔州大运2016-03-28:114 [3120]
[ 19:15:36 114.107.15.92 run  数据抓取] 九襄2016-03-28:114 [3120]
[ 19:15:37 101.226.66.172 run  数据抓取] 太原河西2016-03-28:114 [3120]
[ 19:15:37 114.107.15.92 run  数据抓取] 泸州仔猪2016-03-28:114 [3120]
[ 19:15:38 114.107.15.92 run  数据抓取] 义乌2016-03-28:114 [3120]
[ 19:15:39 114.107.15.92 run  数据抓取] 余姚农副2016-03-28:114 [3120]
[ 19:15:39 101.226.66.172 run  数据抓取] 太原利民2016-03-28:114 [3120]
[ 19:15:39 114.107.15.92 run  数据抓取] 绵阳高水2016-03-28:114 [3120]
[ 19:15:40 114.107.15.92 run  数据抓取] 西昌广平2016-03-28:114 [3120]
[ 19:15:41 101.226.66.172 run  数据抓取] 孝义绿海2016-03-28:114 [3120]
[ 19:15:41 114.107.15.92 run  数据抓取] 浙西鼎顺蔬菜2016-03-28:114 [3120]
[ 19:15:42 114.107.15.92 run  数据抓取] 重庆观音桥2016-03-28:114 [3120]
[ 19:15:42 101.226.66.172 run  数据抓取] 新绛2016-03-28:114 [3120]
[ 19:15:42 114.107.15.92 run  数据抓取] 天津北辰韩家墅2016-03-28:114 [3120]
[ 19:15:43 101.226.66.172 run  数据抓取] 阳泉批发2016-03-28:114 [3120]
[ 19:15:43 114.107.15.92 run  数据抓取] 天津东丽金钟2016-03-28:114 [3120]
[ 19:15:43 114.107.15.92 run  数据抓取] 重庆华牧肉业2016-03-28:114 [3120]
[ 19:15:45 114.107.15.92 run  数据抓取] 天津津南何庄子2016-03-28:114 [3120]
[ 19:15:45 114.107.15.92 run  数据抓取] 重庆九龙坡太慈2016-03-28:114 [3120]
[ 19:15:46 114.107.15.92 run  数据抓取] 天津武清大沙河2016-03-28:114 [3120]
[ 19:15:46 114.107.15.92 run  数据抓取] 重庆南坪正扬大2016-03-28:114 [3120]
[ 19:15:47 114.107.15.92 run  数据抓取] 天津西青当城2016-03-28:114 [3120]
[ 19:15:47 114.107.15.92 run  数据抓取] 重庆新大兴国际批发2016-03-28:114 [3120]
[ 19:15:48 114.107.15.92 run  数据抓取] 重庆永川南大街2016-03-28:114 [3120]
[ 19:15:48 114.107.15.92 run  数据抓取] 天津西青红旗2016-03-28:114 [3120]
[ 19:15:48 101.226.66.172 run  数据抓取] 运城蔬菜2016-03-28:114 [3120]
[ 19:15:49 101.226.66.172 run  数据抓取] 汉中皇冠过街楼2016-03-28:114 [3120]
[ 19:15:50 114.107.15.92 run  数据抓取] 阿勒泰四季青2016-03-28:114 [3120]
[ 19:15:50 114.107.15.92 run  数据抓取] 重庆渝东水果2016-03-28:114 [3120]
[ 19:15:51 101.226.66.172 run  数据抓取] 泾阳云阳2016-03-28:114 [3120]
[ 19:15:51 114.107.15.92 run  数据抓取] 重庆渝中西三街2016-03-28:114 [3120]
[ 19:15:51 114.107.15.92 run  数据抓取] access 26448recorde [3120]
[ 19:15:51 114.107.15.92 run  数据抓取] 兵团农二师库尔勒孔雀2016-03-28:114 [3120]
[ 19:15:52 101.226.66.172 run  数据抓取] 西安摩尔2016-03-28:114 [3120]
[ 19:15:53 114.107.15.92 run  数据抓取] 兵团农五师三和2016-03-28:114 [3120]
[ 19:15:54 114.107.15.92 run  数据抓取] 博乐三和2016-03-28:114 [3120]
[ 19:15:57 101.226.66.172 run  数据抓取] 咸阳新阳光2016-03-28:114 [3120]
[ 19:15:58 101.226.66.172 run  数据抓取] 云阳2016-03-28:114 [3120]
[ 19:15:58 114.107.15.92 run  数据抓取] 昌吉通汇2016-03-28:114 [3120]
[ 19:15:59 114.107.15.92 run  数据抓取] 喀什解放南路2016-03-28:114 [3120]
[ 19:16:00 101.226.66.172 run  数据抓取] 上海江桥2016-03-28:114 [3120]
[ 19:16:01 101.226.66.172 run  数据抓取] 上海农产品2016-03-28:114 [3120]
[ 19:16:01 114.107.15.92 run  数据抓取] 克拉玛依农副2016-03-28:114 [3120]
[ 19:16:02 101.226.66.172 run  数据抓取] 成都聚和2016-03-28:114 [3120]
[ 19:16:03 101.226.66.172 run  数据抓取] 成都农产品2016-03-28:114 [3120]
[ 19:16:04 101.226.66.172 run  数据抓取] 成都禽蛋2016-03-28:114 [3120]
[ 19:16:05 101.226.66.172 run  数据抓取] 成都西部禽蛋2016-03-28:114 [3120]
[ 19:16:06 114.107.15.92 run  数据抓取] 克州博格拉2016-03-28:114 [3120]
[ 19:16:07 101.226.66.172 run  数据抓取] 广安邻水批发2016-03-28:114 [3120]
[ 19:16:07 114.107.15.92 run  数据抓取] 石河子农产品交易中心2016-03-28:114 [3120]
[ 19:16:08 114.107.15.92 run  数据抓取] 石河子农产品交易中心2016-03-28:114 [3120]
[ 19:16:09 101.226.66.172 run  数据抓取] 会东牲畜2016-03-28:114 [3120]
[ 19:16:10 114.107.15.92 run  数据抓取] 吐鲁番天马家园2016-03-28:114 [3120]
[ 19:16:10 101.226.66.172 run  数据抓取] 江油仔猪2016-03-28:114 [3120]
[ 19:16:11 101.226.66.172 run  数据抓取] 九襄2016-03-28:114 [3120]
[ 19:16:11 114.107.15.92 run  数据抓取] 乌尔禾2016-03-28:114 [3120]
[ 19:16:13 101.226.66.172 run  数据抓取] 泸州仔猪2016-03-28:114 [3120]
[ 19:16:13 114.107.15.92 run  数据抓取] 乌鲁木齐北园春2016-03-28:114 [3120]
[ 19:16:14 101.226.66.172 run  数据抓取] 绵阳高水2016-03-28:114 [3120]
[ 19:16:14 114.107.15.92 run  数据抓取] 乌鲁木齐凌庆2016-03-28:114 [3120]
[ 19:16:16 101.226.66.172 run  数据抓取] 西昌广平2016-03-28:114 [3120]
[ 19:16:16 114.107.15.92 run  数据抓取] 乌鲁木齐天鹰2016-03-28:114 [3120]
[ 19:16:17 101.226.66.172 run  数据抓取] 天津北辰韩家墅2016-03-28:114 [3120]
[ 19:16:18 101.226.66.172 run  数据抓取] 天津东丽金钟2016-03-28:114 [3120]
[ 19:16:18 114.107.15.92 run  数据抓取] 乌鲁木齐通汇2016-03-28:114 [3120]
[ 19:16:19 114.107.15.92 run  数据抓取] 焉耆光明2016-03-28:114 [3120]
[ 19:16:20 101.226.66.172 run  数据抓取] 天津津南何庄子2016-03-28:114 [3120]
[ 19:16:21 101.226.66.172 run  数据抓取] 天津武清大沙河2016-03-28:114 [3120]
[ 19:16:21 114.107.15.92 run  数据抓取] 伊犁66团2016-03-28:114 [3120]
[ 19:16:22 101.226.66.172 run  数据抓取] 天津西青当城2016-03-28:114 [3120]
[ 19:16:23 114.107.15.92 run  数据抓取] 伊宁天山街2016-03-28:114 [3120]
[ 19:16:24 114.107.15.92 run  数据抓取] 昆明呈贡2016-03-28:114 [3120]
[ 19:16:24 101.226.66.172 run  数据抓取] 天津西青红旗2016-03-28:114 [3120]
[ 19:16:25 101.226.66.172 run  数据抓取] 阿勒泰四季青2016-03-28:114 [3120]
[ 19:16:26 114.107.15.92 run  数据抓取] 昆明王旗营2016-03-28:114 [3120]
[ 19:16:27 101.226.66.172 run  数据抓取] 兵团农二师库尔勒孔雀2016-03-28:114 [3120]
[ 19:16:27 114.107.15.92 run  数据抓取] 通海2016-03-28:114 [3120]
[ 19:16:28 114.107.15.92 run  数据抓取] 杭州良渚2016-03-28:114 [3120]
[ 19:16:29 101.226.66.172 run  数据抓取] 兵团农五师三和2016-03-28:114 [3120]
[ 19:16:30 101.226.66.172 run  数据抓取] 博乐三和2016-03-28:114 [3120]
[ 19:16:30 114.107.15.92 run  数据抓取] 杭州农产品2016-03-28:114 [3120]
[ 19:16:31 114.107.15.92 run  数据抓取] 嘉善曹安2016-03-28:114 [3120]
[ 19:16:32 101.226.66.172 run  数据抓取] 昌吉通汇2016-03-28:114 [3120]
[ 19:16:37 114.107.15.92 run  数据抓取] 嘉善浙北2016-03-28:114 [3120]
[ 19:16:37 101.226.66.172 run  数据抓取] 喀什解放南路2016-03-28:114 [3120]
[ 19:16:38 101.226.66.172 run  数据抓取] 克拉玛依农副2016-03-28:114 [3120]
[ 19:16:39 101.226.66.172 run  数据抓取] 克州博格拉2016-03-28:114 [3120]
[ 19:16:40 101.226.66.172 run  数据抓取] 石河子农产品交易中心2016-03-28:114 [3120]
[ 19:16:41 101.226.66.172 run  数据抓取] 石河子农产品交易中心2016-03-28:114 [3120]
[ 19:16:42 114.107.15.92 run  数据抓取] 嘉兴蔬菜2016-03-28:114 [3120]
[ 19:16:43 114.107.15.92 run  数据抓取] 嘉兴水果2016-03-28:114 [3120]
[ 19:16:43 101.226.66.172 run  数据抓取] 吐鲁番天马家园2016-03-28:114 [3120]
[ 19:16:44 114.107.15.92 run  数据抓取] 金华农产品2016-03-28:114 [3120]
[ 19:16:45 101.226.66.172 run  数据抓取] 乌尔禾2016-03-28:114 [3120]
[ 19:16:46 114.107.15.92 run  数据抓取] 宁波蔬菜2016-03-28:114 [3120]
[ 19:16:46 101.226.66.172 run  数据抓取] 乌鲁木齐北园春2016-03-28:114 [3120]
[ 19:16:47 101.226.66.172 run  数据抓取] 乌鲁木齐凌庆2016-03-28:114 [3120]
[ 19:16:48 114.107.15.92 run  数据抓取] 绍兴批发2016-03-28:114 [3120]
[ 19:16:49 101.226.66.172 run  数据抓取] 乌鲁木齐天鹰2016-03-28:114 [3120]
[ 19:16:50 101.226.66.172 run  数据抓取] 乌鲁木齐通汇2016-03-28:114 [3120]
[ 19:16:50 114.107.15.92 run  数据抓取] 义乌2016-03-28:114 [3120]
[ 19:16:51 101.226.66.172 run  数据抓取] 焉耆光明2016-03-28:114 [3120]
[ 19:16:52 114.107.15.92 run  数据抓取] 余姚农副2016-03-28:114 [3120]
[ 19:16:53 101.226.66.172 run  数据抓取] 伊犁66团2016-03-28:114 [3120]
[ 19:16:53 114.107.15.92 run  数据抓取] 浙西鼎顺蔬菜2016-03-28:114 [3120]
[ 19:16:54 101.226.66.172 run  数据抓取] 伊宁天山街2016-03-28:114 [3120]
[ 19:16:55 114.107.15.92 run  数据抓取] 重庆观音桥2016-03-28:114 [3120]
[ 19:16:56 114.107.15.92 run  数据抓取] 重庆华牧肉业2016-03-28:114 [3120]
[ 19:16:56 101.226.66.172 run  数据抓取] 昆明呈贡2016-03-28:114 [3120]
